employee_id,plan_id,expected_retirement_date,projection_periods,projection_horizon_years,probability_reach_retirement_active,cumulative_death_probability,cumulative_withdrawal_probability,cumulative_disability_probability,cumulative_early_retirement_probability,probability_mass_total,projection_status,decrement_engine_version
E00002,GRAT_STD_01,2046-10-21,21,20.1368925393566,0.3159904099582984,0.015439069877141446,0.6271439321176453,0.01736878032319865,0.024057807723716195,1.0,PROJECTED,P06-C01
E00003,GRAT_STD_01,2028-09-23,3,2.061601642710471,0.8398180001941676,0.00558457226337854,0.14807233549935495,0.002833818227365914,0.003691273815732961,1.0,PROJECTED,P06-C01
E00004,GRAT_STD_01,2056-07-10,30,29.856262833675565,0.19735816196881895,0.012621973984825438,0.7382853347127316,0.02091237167825961,0.030822157655364252,0.9999999999999999,PROJECTED,P06-C01
E00005,GRAT_STD_01,2056-06-11,30,29.776865160848732,0.19862378850649803,0.012671455317097397,0.736977658850654,0.020923324200106317,0.03080377312564371,0.9999999999999996,PROJECTED,P06-C01
E00006,GRAT_STD_01,2050-03-08,24,23.51540041067762,0.25018707728523454,0.013852765509240162,0.6920270329471345,0.01806207651137927,0.025871047747011548,1.0,PROJECTED,P06-C01
E00009,GRAT_STD_01,2056-04-07,30,29.598904859685145,0.21415428770821263,0.013361312640623655,0.7194317331439368,0.021687626169306452,0.03136504033792031,0.9999999999999999,PROJECTED,P06-C01
E00010,GRAT_STD_01,2057-03-19,31,30.546201232032853,0.17552411810474824,0.011622803974884535,0.7627905516702522,0.020000702038911387,0.03006182421120365,1.0,PROJECTED,P06-C01
E00011,GRAT_ENH_02,2042-08-25,16,15.980835044490078,0.4014002798884414,0.016413712678052916,0.5460414763195661,0.01543117594228407,0.020713355171655592,1.0,PROJECTED,P06-C01
E00012,GRAT_STD_01,2062-07-12,36,35.860369609856264,0.15280051970575173,0.01103313115144527,0.7788828084668437,0.02262395012455294,0.03465959055140642,1.0,PROJECTED,P06-C01
E00013,GRAT_STD_01,2052-10-20,27,26.135523613963038,0.23626707196143146,0.01380287004458254,0.7016741103956413,0.019805959997574535,0.028449987600770308,1.0000000000000002,PROJECTED,P06-C01
E00014,GRAT_STD_01,2043-07-03,17,16.83504449007529,0.40581650082305437,0.01693028358976089,0.5391670130070875,0.016412046711524624,0.021674155868572506,0.9999999999999998,PROJECTED,P06-C01
E00015,GRAT_STD_01,2048-01-18,22,21.379876796714576,0.27412829139172235,0.01426862629319414,0.6703487222783857,0.01706495702812938,0.024189403008568266,0.9999999999999999,PROJECTED,P06-C01
E00016,GRAT_STD_01,2053-06-17,27,26.79260780287474,0.22702738758960897,0.013516951869135598,0.71073006884979,0.019926078185100924,0.028799513506364546,1.0,PROJECTED,P06-C01
E00017,GRAT_STD_01,2061-04-06,35,34.59548254620123,0.16545741996869504,0.011580497388129128,0.7661286296160745,0.022641794257840457,0.03419165876926056,0.9999999999999997,PROJECTED,P06-C01
E00018,GRAT_EXEC_03,2036-01-12,10,9.364818617385353,0.6096651345424561,0.01878525488695621,0.347064773402568,0.011056201542394775,0.013428635625624873,1.0,PROJECTED,P06-C01
E00019,GRAT_STD_01,2045-02-22,19,18.477754962354553,0.36351067209395954,0.01639858630336772,0.5799510557009105,0.017091882750921727,0.023047803150840384,1.0,PROJECTED,P06-C01
E00021,GRAT_STD_01,2048-01-12,22,21.36344969199179,0.3081148376551949,0.015525341993628011,0.6327810774851571,0.018296326371009287,0.025282416495011006,1.0000000000000004,PROJECTED,P06-C01
E00022,GRAT_STD_01,2034-11-14,9,8.202600958247778,0.5996799801472723,0.014304474149563536,0.3639999831295215,0.009565553292740578,0.012450009280902095,1.0,PROJECTED,P06-C01
E00023,GRAT_STD_01,2039-07-24,13,12.892539356605063,0.4558179983783638,0.01596705202705961,0.4974596551803426,0.013166649769675775,0.01758864464455832,1.0,PROJECTED,P06-C01
E00025,GRAT_STD_01,2047-10-12,22,21.111567419575636,0.32314027989759936,0.015967531009794332,0.6170648003563854,0.018538376531631446,0.0252890122045892,0.9999999999999998,PROJECTED,P06-C01
E00026,GRAT_STD_01,2044-11-03,19,18.17385352498289,0.34015912067462917,0.015557961947230924,0.605857881108655,0.016157529306679925,0.022267506962804818,0.9999999999999998,PROJECTED,P06-C01
E00027,GRAT_STD_01,2055-11-09,30,29.188227241615333,0.2359319465872511,0.014242780467507135,0.695763104165355,0.02247704312804026,0.03158512565184651,1.0,PROJECTED,P06-C01
E00028,GRAT_STD_01,2035-05-07,9,8.67898699520876,0.6389277821754893,0.015419922607858861,0.3223521533098592,0.010476073414543142,0.012824068492249355,0.9999999999999999,PROJECTED,P06-C01
E00029,GRAT_STD_01,2031-09-23,6,5.059548254620125,0.7156719884834593,0.011072147612648945,0.25852339418399983,0.006430159675726,0.008302310044166174,1.0000000000000002,PROJECTED,P06-C01
E00030,GRAT_STD_01,2039-05-31,13,12.74469541409993,0.5005406387145844,0.016835583851807792,0.4512879766285045,0.013692102640690337,0.017643698164412854,0.9999999999999999,PROJECTED,P06-C01
E00031,GRAT_ENH_02,2038-07-05,12,11.841204654346335,0.5240884246344394,0.016621128630119334,0.42961912507715605,0.012997814110173376,0.016673507548112025,1.0000000000000002,PROJECTED,P06-C01
E00034,GRAT_STD_01,2053-04-20,27,26.633812457221083,0.2203592982349334,0.013191440609839957,0.7187668567491191,0.019425939880944085,0.028256464525163352,1.0,PROJECTED,P06-C01
E00035,GRAT_STD_01,2052-12-18,27,26.29705681040383,0.2571697499115478,0.014686200357910304,0.6779131849833097,0.020919009697713733,0.02931185504951869,1.0000000000000002,PROJECTED,P06-C01
E00036,GRAT_STD_01,2051-07-24,25,24.892539356605063,0.24496694323791238,0.013935635864284026,0.6946475503525109,0.01909655093103774,0.027353319614255057,1.0000000000000002,PROJECTED,P06-C01
E00037,GRAT_STD_01,2065-05-30,39,38.743326488706366,0.12809363724857772,0.009896451682253551,0.8038901127119269,0.022528558384003732,0.03559123997323801,0.9999999999999998,PROJECTED,P06-C01
E00038,GRAT_STD_01,2036-11-07,11,10.18480492813142,0.5747502207093358,0.016064684439438873,0.3827142653277394,0.011679965855598589,0.014790863667887169,0.9999999999999998,PROJECTED,P06-C01
E00039,GRAT_STD_01,2047-12-23,22,21.308692676249144,0.3014706059670054,0.015276355641835207,0.640175633914133,0.01801850903416964,0.025058895442856718,1.0,PROJECTED,P06-C01
E00040,GRAT_STD_01,2041-09-08,16,15.01984941820671,0.42691423763101066,0.016582906526771312,0.5216967322809266,0.01493984679886955,0.019866276762421902,1.0,PROJECTED,P06-C01
E00041,GRAT_STD_01,2053-10-10,28,27.107460643394937,0.19508271887804374,0.012055712018399384,0.747486415255646,0.01830247870549091,0.02707267514242009,1.0,PROJECTED,P06-C01
E00042,GRAT_ENH_02,2049-11-20,24,23.219712525667354,0.2666719907366464,0.014456445312998766,0.6741450716797466,0.018508987712469352,0.026217504558139024,1.0,PROJECTED,P06-C01
E00043,GRAT_STD_01,2066-08-29,40,39.9917864476386,0.11891356619854314,0.009449875586060459,0.8132236446923192,0.022466554905787584,0.03594635861728905,0.9999999999999994,PROJECTED,P06-C01
E00044,GRAT_STD_01,2050-02-27,24,23.49075975359343,0.24587991279377605,0.01366269104281737,0.697005390658085,0.017835344864470314,0.02561666064085138,1.0,PROJECTED,P06-C01
E00045,GRAT_ENH_02,2044-03-18,18,17.544147843942504,0.3627013833832742,0.016010076590252012,0.583181581339476,0.016130341721200377,0.021976616965797682,1.0000000000000002,PROJECTED,P06-C01
E00046,GRAT_ENH_02,2033-02-11,7,6.447638603696099,0.6732472202789513,0.012888033004114268,0.29569528472662115,0.00796047482243881,0.010208987167874385,1.0,PROJECTED,P06-C01
E00047,GRAT_STD_01,2052-11-17,27,26.21218343600274,0.21861521444111517,0.013033240122160521,0.7217900615203512,0.018946094308397513,0.027615389607975684,1.0000000000000002,PROJECTED,P06-C01
E00049,GRAT_ENH_02,2064-01-30,38,37.412731006160165,0.1285353065669562,0.009790035268316455,0.8062570241171676,0.02149771991376533,0.03391991413379411,0.9999999999999998,PROJECTED,P06-C01
E00050,GRAT_ENH_02,2053-06-10,27,26.77344284736482,0.2577609097031116,0.014785430501509269,0.6763021899917662,0.02137054809150163,0.02978092171211107,0.9999999999999998,PROJECTED,P06-C01
E00052,GRAT_STD_01,2064-05-11,38,37.69199178644764,0.1416221990082679,0.010585418112533754,0.7889335590199331,0.023072385988368485,0.0357864378708965,0.9999999999999998,PROJECTED,P06-C01
E00053,GRAT_STD_01,2034-11-21,9,8.2217659137577,0.604744514288865,0.014400475274752798,0.3587365032761783,0.00963281783880034,0.012485689321403546,1.0,PROJECTED,P06-C01
E00054,GRAT_STD_01,2051-01-24,25,24.396988364134153,0.2915551279628759,0.015640172902087156,0.6441694279996311,0.020568089435813904,0.028067181699591978,1.0,PROJECTED,P06-C01
E00056,GRAT_STD_01,2042-01-31,16,15.416837782340863,0.4116670315826791,0.016402333675903477,0.5367004412750762,0.015056403261703074,0.020173790204637967,0.9999999999999998,PROJECTED,P06-C01
E00057,GRAT_STD_01,2059-06-04,33,32.75564681724846,0.16593597485900752,0.011406555028920448,0.7694471892151723,0.02115544261828764,0.0320548382786122,1.0,PROJECTED,P06-C01
E00059,GRAT_STD_01,2041-11-14,16,15.20328542094456,0.47017705424896167,0.017717268125207162,0.47618495573472897,0.015915891198175398,0.020004830692927016,1.0000000000000002,PROJECTED,P06-C01
E00060,GRAT_STD_01,2051-01-20,25,24.386036960985628,0.27925808777270905,0.015188577808765496,0.6575845860004641,0.02009396078592719,0.02787478763213395,0.9999999999999998,PROJECTED,P06-C01
E00061,GRAT_ENH_02,2055-10-18,30,29.127994524298426,0.22819065813671047,0.0139110781553253,0.7045063570679371,0.022035119637432876,0.03135678700259428,1.0,PROJECTED,P06-C01
E00062,GRAT_STD_01,2050-09-23,25,24.060232717316907,0.26462421881196385,0.014562739768191007,0.6744733168737097,0.019204538661500854,0.02713518588463474,1.0,PROJECTED,P06-C01
E00063,GRAT_STD_01,2051-03-13,25,24.5284052019165,0.2883792028082907,0.015551067725054511,0.6473455716894825,0.02057173879139735,0.028152418985774738,0.9999999999999998,PROJECTED,P06-C01
E00064,GRAT_STD_01,2058-01-29,32,31.411362080766597,0.1848651564370497,0.012214510987428043,0.7496354347944991,0.021419867771283976,0.03186503000973919,1.0,PROJECTED,P06-C01
E00065,GRAT_ENH_02,2045-03-04,19,18.50513347022587,0.35709581537723084,0.016214874548337085,0.5867444773022583,0.01695248149821644,0.022992351273957393,1.0,PROJECTED,P06-C01
E00066,GRAT_STD_01,2052-04-11,26,25.609856262833674,0.26504641794967054,0.014876976193057799,0.670634708065577,0.020637159496325656,0.028804738295368722,0.9999999999999997,PROJECTED,P06-C01
E00067,GRAT_STD_01,2066-05-29,40,39.73990417522245,0.12016180192688773,0.009504273496564191,0.8121177212957406,0.02241596015601992,0.03580024312478759,1.0,PROJECTED,P06-C01
E00069,GRAT_STD_01,2047-09-28,22,21.073237508555785,0.32489483789140744,0.016015155305421473,0.6152592303854334,0.018555820419320523,0.025274955998417246,1.0000000000000002,PROJECTED,P06-C01
E00070,GRAT_STD_01,2058-01-25,32,31.40041067761807,0.16486297347441986,0.011169049108559311,0.7738975678794702,0.019897722524109887,0.030172687013440565,0.9999999999999998,PROJECTED,P06-C01
E00071,GRAT_EXEC_03,2036-05-15,10,9.70294318959617,0.5447060827292616,0.015080979818847332,0.41522463551903777,0.010792429908391993,0.01419587202446115,0.9999999999999998,PROJECTED,P06-C01
E00072,GRAT_STD_01,2054-10-15,29,28.12046543463381,0.20640888597281656,0.012796859615780807,0.7315643818883728,0.019952339832831106,0.02927753269019868,1.0,PROJECTED,P06-C01
E00073,GRAT_STD_01,2039-06-06,13,12.761122518822724,0.49261747260797756,0.01668295358130767,0.4594416424649945,0.013595514185203234,0.017662417160516856,0.9999999999999998,PROJECTED,P06-C01
E00074,GRAT_ENH_02,2057-10-03,32,31.08829568788501,0.17953559013411716,0.011906538096377612,0.7566917020181517,0.020769520016884282,0.03109664973446922,1.0,PROJECTED,P06-C01
E00075,GRAT_STD_01,2036-06-23,10,9.809719370294317,0.5671637027644176,0.015569344383414733,0.39170791158765067,0.011160244670908166,0.014398796593608485,0.9999999999999997,PROJECTED,P06-C01
E00076,GRAT_ENH_02,2057-06-18,31,30.795345653661876,0.2159654203168774,0.01358343131750967,0.7150385263661955,0.02280758238389574,0.032605039615522045,1.0000000000000004,PROJECTED,P06-C01
E00077,GRAT_ENH_02,2045-02-21,19,18.475017111567418,0.419781500830024,0.017970534203706104,0.5209427502000399,0.01840561230682338,0.0228996024594062,0.9999999999999996,PROJECTED,P06-C01
E00078,GRAT_STD_01,2050-08-18,24,23.96167008898015,0.26069322328108413,0.014385797931257823,0.6790934444191795,0.018946681913045382,0.026880852455432976,0.9999999999999998,PROJECTED,P06-C01
E00079,GRAT_STD_01,2038-07-25,12,11.89596167008898,0.5168118352550998,0.016523830312684087,0.4369586943367301,0.012964362122284606,0.01674127797320135,0.9999999999999999,PROJECTED,P06-C01
E00081,GRAT_STD_01,2054-01-30,28,27.41409993155373,0.21059829358359713,0.01287733796221452,0.7282980393986049,0.019571957228657257,0.028654371826926543,1.0000000000000004,PROJECTED,P06-C01
E00083,GRAT_STD_01,2052-08-29,26,25.993155373032167,0.2558440407306008,0.014583079247088009,0.680010620111856,0.020588245051141554,0.028974014859313724,1.0,PROJECTED,P06-C01
E00084,GRAT_STD_01,2052-08-20,26,25.968514715947983,0.28056668251605604,0.015522546871170962,0.6529907870999756,0.02158895479702573,0.02933102871577192,1.0000000000000002,PROJECTED,P06-C01
E00086,GRAT_STD_01,2030-05-27,4,3.7344284736481868,0.7237346896057825,0.008657564240223285,0.25662316709466637,0.004744431121844474,0.006240147937483379,1.0,PROJECTED,P06-C01
E00088,GRAT_STD_01,2042-08-13,16,15.94798083504449,0.4005707940048862,0.016375126767306562,0.5470098447705875,0.015379145729493502,0.020665088727726127,0.9999999999999998,PROJECTED,P06-C01
E00089,GRAT_STD_01,2049-01-27,23,22.40657084188912,0.3004451641224521,0.015524336122828098,0.638749785932324,0.019027400111791767,0.0262533137106038,0.9999999999999998,PROJECTED,P06-C01
E00090,GRAT_STD_01,2049-01-21,23,22.390143737166326,0.2775173517811121,0.014676774975388059,0.6640309852070381,0.018166911508429796,0.025607976528031942,1.0,PROJECTED,P06-C01
E00091,GRAT_STD_01,2033-12-12,8,7.279945242984255,0.6488097504322182,0.01378421909242657,0.3172777701285337,0.008832501797522853,0.011295758549298564,0.9999999999999999,PROJECTED,P06-C01
E00092,GRAT_ENH_02,2034-08-04,8,7.9233401779602985,0.6868837344007102,0.015102220263829496,0.2766604726120639,0.009906949198548991,0.01144662352484727,0.9999999999999998,PROJECTED,P06-C01
E00093,GRAT_STD_01,2047-11-05,22,21.177275838466805,0.32830094994932896,0.016155952730736448,0.6113598034101931,0.018760651512302037,0.025422642397439698,1.0000000000000002,PROJECTED,P06-C01
